product_name,size,description,image,store_id,price,unit_price,is_special,special_type,special_buy_quantity,special_buy_price
Snack Faves 20 Pack,20 Pack,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/48b4d865-a8fd-4837-9493-acbac1f8cea9/Snack%20Faves%2020%20Pack,1,7.99,$2.04/100g,False,,,
Aioli And Cracked Pepper Salmon 95g,95g,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/66ab9eae-0daf-402f-a4f7-4031503c2e2b/Aioli%20And%20Cracked%20Pepper%20Salmon%2095g,1,1.49,$15.68/1kg,False,,,
Adult Dry Cat Food 1kg,1kg,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/c2e32171-4114-48be-a2af-1ac05f46bc20/Adult%20Dry%20Cat%20Food%201kg,1,5.19,$0.52/100g,False,,,
Lamb Loin Chops,Unknown,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/81a14c28-b80c-4576-b9f5-a9df5b921d5c/Lamb%20Loin%20Chops,1,18.59,$29.99/1kg,False,,,
Indulgent Caramel Delight Greek Yogurt 190g,190g,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/20674d40-6ab2-44f5-a1d9-745cee7640a2/Indulgent%20Caramel%20Delight%20Greek%20Yogurt%20190g,1,3.49,$1.84/100g,False,,,
Phone Mount Assortment,Unknown,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/e4dba412-d3b7-403f-88e8-851b75a5c9b1/Phone%20Mount%20Assortment,1,19.99,,False,,,
Fusilli Spirals 500g,500g,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/855e754f-0630-45b2-b649-421f768de7ba/Fusilli%20Spirals%20500g,1,2.69,$0.54/100g,False,,,
Raspberry Jam 370g,370g,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/049bc6ab-b2b3-430e-b0c4-17069c0fa0bb/Raspberry%20Jam%20370g,1,2.99,$0.81/100g,False,,,
Korma Simmer Sauce 500g,500g,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/60d260f3-77d4-40ec-ad6f-e97f1fa1e92c/Korma%20Simmer%20Sauce%20500g,1,2.49,$0.50/100g,False,,,
Calabrese Salami & Roasted Red Peppers Wood Fired Pizza 420g,420g,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/308eff02-6fc5-47d6-aac7-3041edc0dd58/Calabrese%20Salami%20%20Roasted%20Red%20Peppers%20Wood%20Fired%20Pizza%20420g,1,7.99,$1.90/100g,False,,,
Afourer Mandarins Loose,Unknown,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/85837d45-bc05-4294-beb7-c3e770e6f5a0/Afourer%20Mandarins%20Loose,1,0.58,$4.49/1kg,False,,,
